chr	start	end	CpG
chr7	123031731	123031732	55958
chr7	123046330	123046331	55959
chr7	123072983	123072984	55960
chr7	123104125	123104126	55961
chr7	123213257	123213258	55962
chr7	123214619	123214620	55963
chr7	123322708	123322709	55964
chr7	123767118	123767119	55965
chr7	123871648	123871649	55966
chr7	123871657	123871658	55967
chr7	123871795	123871796	55968
chr7	123911662	123911663	55969
chr7	124080338	124080339	55970
chr7	124286381	124286382	55971
chr7	124437301	124437302	55972
chr7	124464088	124464089	55973
chr7	124508147	124508148	55974
chr7	124509744	124509745	55975
chr7	124540304	124540305	55976
chr7	124652740	124652741	55977
chr7	124668056	124668057	55978
chr7	124673780	124673781	55979
chr7	124762843	124762844	55980
chr7	124783105	124783106	55981
chr7	124806834	124806835	55982
chr7	124808284	124808285	55983
chr7	124808579	124808580	55984
chr7	124893974	124893975	55985
chr7	124918369	124918370	55986
chr7	124931558	124931559	55987
chr7	124984321	124984322	55988
chr7	124997508	124997509	55989
chr7	125020071	125020072	55990
chr7	125065004	125065005	55991
chr7	125106845	125106846	55992
chr7	125129928	125129929	55993
chr7	125170773	125170774	55994
chr7	125175955	125175956	55995
chr7	125215608	125215609	55996
chr7	125274346	125274347	55997
chr7	125274350	125274351	55998
chr7	125274354	125274355	55999
chr7	125342181	125342182	56000
chr7	125377058	125377059	56001
chr7	125382116	125382117	56002
chr7	125399455	125399456	56003
chr7	125404111	125404112	56004
chr7	125406240	125406241	56005
chr7	125407799	125407800	56006
chr7	125454946	125454947	56007
chr7	125504114	125504115	56008
chr7	125509558	125509559	56009
chr7	125509630	125509631	56010
chr7	125515390	125515391	56011
chr7	125526835	125526836	56012
chr7	125547238	125547239	56013
chr7	125575868	125575869	56014
chr7	125583119	125583120	56015
chr7	125589635	125589636	56016
chr7	125597193	125597194	56017
chr7	125635798	125635799	56018
chr7	125643031	125643032	56019
chr7	125804769	125804770	56020
chr7	125856042	125856043	56021
chr7	125870219	125870220	56022
chr7	125937224	125937225	56023
chr7	125953164	125953165	56024
chr7	125991775	125991776	56025
chr7	126010418	126010419	56026
chr7	126010457	126010458	56027
chr7	126080587	126080588	56028
chr7	126213217	126213218	56029
chr7	126255030	126255031	56030
chr7	126291778	126291779	56031
chr7	126312955	126312956	56032
chr7	126341196	126341197	56033
chr7	126369440	126369441	56034
chr7	126402811	126402812	56035
chr7	126427750	126427751	56036
chr7	126438454	126438455	56037
chr7	126463103	126463104	56038
chr7	126492411	126492412	56039
chr7	126492577	126492578	56040
chr7	126492875	126492876	56041
chr7	126531287	126531288	56042
chr7	126537580	126537581	56043
chr7	126574148	126574149	56044
chr7	126576437	126576438	56045
chr7	126691696	126691697	56046
chr7	126701774	126701775	56047
chr7	126764662	126764663	56048
chr7	126766077	126766078	56049
chr7	126770827	126770828	56050
chr7	126771097	126771098	56051
chr7	126779332	126779333	56052
chr7	126822898	126822899	56053
chr7	126848594	126848595	56054
chr7	126859923	126859924	56055
chr7	126918828	126918829	56056
chr7	127003388	127003389	56057
chr7	127023610	127023611	56058
chr7	127039329	127039330	56059
chr7	127069647	127069648	56060
chr7	127073853	127073854	56061
chr7	127094823	127094824	56062
chr7	127136051	127136052	56063
chr7	127137159	127137160	56064
chr7	127137475	127137476	56065
chr7	127138566	127138567	56066
chr7	127138693	127138694	56067
chr7	127209807	127209808	56068
chr7	127211663	127211664	56069
chr7	127242132	127242133	56070
chr7	127364019	127364020	56071
chr7	127367484	127367485	56072
chr7	127408495	127408496	56073
chr7	127408540	127408541	56074
chr7	127439318	127439319	56075
chr7	127484989	127484990	56076
chr7	127485232	127485233	56077
chr7	127489464	127489465	56078
chr7	127509941	127509942	56079
chr7	127515967	127515968	56080
chr7	127559299	127559300	56081
chr7	127604366	127604367	56082
chr7	127604432	127604433	56083
chr7	127618942	127618943	56084
chr7	127658630	127658631	56085
chr7	127687665	127687666	56086
chr7	127705216	127705217	56087
chr7	127728267	127728268	56088
chr7	127749043	127749044	56089
chr7	127810680	127810681	56090
chr7	127813779	127813780	56091
chr7	127847806	127847807	56092
chr7	127847931	127847932	56093
chr7	127847971	127847972	56094
chr7	127936820	127936821	56095
chr7	127971159	127971160	56096
chr7	127972675	127972676	56097
chr7	128054032	128054033	56098
chr7	128060360	128060361	56099
chr7	128114971	128114972	56100
chr7	128114983	128114984	56101
chr7	128216963	128216964	56102
chr7	128247949	128247950	56103
chr7	128271107	128271108	56104
chr7	128271891	128271892	56105
chr7	128395575	128395576	56106
chr7	128395614	128395615	56107
chr7	128467763	128467764	56108
chr7	128510651	128510652	56109
chr7	128573360	128573361	56110
chr7	128573402	128573403	56111
chr7	128573412	128573413	56112
chr7	128582686	128582687	56113
chr7	128582688	128582689	56114
chr7	128626685	128626686	56115
chr7	128671329	128671330	56116
chr7	128727786	128727787	56117
chr7	128727788	128727789	56118
chr7	128758876	128758877	56119
chr7	128781984	128781985	56120
chr7	128849723	128849724	56121
chr7	128864353	128864354	56122
chr7	128984649	128984650	56123
chr7	129024814	129024815	56124
chr7	129038691	129038692	56125
chr7	129074779	129074780	56126
chr7	129084336	129084337	56127
chr7	129225366	129225367	56128
chr7	129241911	129241912	56129
chr7	129256521	129256522	56130
chr7	129405104	129405105	56131
chr7	129464220	129464221	56132
chr7	129492432	129492433	56133
chr7	129497675	129497676	56134
chr7	129528747	129528748	56135
chr7	129566485	129566486	56136
chr7	129640141	129640142	56137
chr7	129652918	129652919	56138
chr7	129664203	129664204	56139
chr7	129733786	129733787	56140
chr7	129770748	129770749	56141
chr7	129817548	129817549	56142
chr7	130074406	130074407	56143
chr7	130108258	130108259	56144
chr7	130192277	130192278	56145
chr7	130206578	130206579	56146
chr7	130215746	130215747	56147
chr7	130263945	130263946	56148
chr7	130290860	130290861	56149
chr7	130566959	130566960	56150
chr7	130593299	130593300	56151
chr7	130596324	130596325	56152
chr7	130651753	130651754	56153
chr7	130652860	130652861	56154
chr7	130711797	130711798	56155
chr7	130717388	130717389	56156
chr7	130734139	130734140	56157
chr7	130751008	130751009	56158
chr7	130751576	130751577	56159
chr7	130751578	130751579	56160
chr7	130751960	130751961	56161
chr7	130802906	130802907	56162
chr7	130834430	130834431	56163
chr7	130834433	130834434	56164
chr7	130834641	130834642	56165
chr7	130845526	130845527	56166
chr7	130860532	130860533	56167
chr7	130951627	130951628	56168
chr7	130966960	130966961	56169
chr7	131232826	131232827	56170
chr7	131318382	131318383	56171
chr7	131360291	131360292	56172
chr7	131408494	131408495	56173
chr7	131411062	131411063	56174
chr7	131598812	131598813	56175
chr7	131614830	131614831	56176
chr7	131622365	131622366	56177
chr7	131741859	131741860	56178
chr7	131794528	131794529	56179
chr7	131827733	131827734	56180
chr7	131828839	131828840	56181
chr7	131844169	131844170	56182
chr7	131844306	131844307	56183
chr7	131966194	131966195	56184
chr7	131966628	131966629	56185
chr7	131966663	131966664	56186
chr7	131996530	131996531	56187
chr7	132115908	132115909	56188
chr7	132236530	132236531	56189
chr7	132250099	132250100	56190
chr7	132315289	132315290	56191
chr7	132318959	132318960	56192
chr7	132384499	132384500	56193
chr7	132405755	132405756	56194
chr7	132471386	132471387	56195
chr7	132511796	132511797	56196
chr7	132612519	132612520	56197
chr7	132659866	132659867	56198
chr7	132692234	132692235	56199
chr7	132724156	132724157	56200
chr7	132797184	132797185	56201
chr7	132797189	132797190	56202
chr7	132808039	132808040	56203
chr7	133041395	133041396	56204
chr7	133165754	133165755	56205
chr7	133202979	133202980	56206
chr7	133295447	133295448	56207
chr7	133346042	133346043	56208
chr7	133377929	133377930	56209
chr7	133390229	133390230	56210
chr7	133432435	133432436	56211
chr7	133465401	133465402	56212
chr7	133550878	133550879	56213
chr7	133571002	133571003	56214
chr7	133579015	133579016	56215
chr7	133633461	133633462	56216
chr7	133690448	133690449	56217
chr7	133730771	133730772	56218
chr7	133765813	133765814	56219
chr7	133769840	133769841	56220
chr7	133791029	133791030	56221
chr7	133792604	133792605	56222
chr7	133792633	133792634	56223
chr7	133806023	133806024	56224
chr7	133828390	133828391	56225
chr7	133882847	133882848	56226
chr7	133918729	133918730	56227
chr7	133920283	133920284	56228
chr7	133972299	133972300	56229
chr7	134025963	134025964	56230
chr7	134048253	134048254	56231
chr7	134167651	134167652	56232
chr7	134172725	134172726	56233
chr7	134179290	134179291	56234
chr7	134221870	134221871	56235
chr7	134389342	134389343	56236
chr7	134396140	134396141	56237
chr7	134399195	134399196	56238
chr7	134427044	134427045	56239
chr7	134505076	134505077	56240
chr7	134569847	134569848	56241
chr7	134594322	134594323	56242
chr7	134672462	134672463	56243
chr7	134672476	134672477	56244
chr7	134672642	134672643	56245
chr7	134678664	134678665	56246
chr7	134682380	134682381	56247
chr7	134682407	134682408	56248
chr7	134693023	134693024	56249
chr7	134701175	134701176	56250
chr7	134807896	134807897	56251
chr7	134938131	134938132	56252
chr7	135121265	135121266	56253
chr7	135189804	135189805	56254
chr7	135190742	135190743	56255
chr7	135571911	135571912	56256
chr7	135585983	135585984	56257
chr7	135595754	135595755	56258
chr7	135623048	135623049	56259
chr7	135770491	135770492	56260
chr7	135793666	135793667	56261
chr7	136046762	136046763	56262
chr7	136060522	136060523	56263
chr7	136068714	136068715	56264
chr7	136210106	136210107	56265
chr7	136242167	136242168	56266
chr7	136243373	136243374	56267
chr7	136244951	136244952	56268
chr7	136381712	136381713	56269
chr7	136485581	136485582	56270
chr7	136496426	136496427	56271
chr7	136690933	136690934	56272
chr7	136700335	136700336	56273
chr7	136765560	136765561	56274
chr7	136894466	136894467	56275
chr7	136894468	136894469	56276
chr7	136896549	136896550	56277
chr7	137133081	137133082	56278
chr7	137192793	137192794	56279
chr7	137198742	137198743	56280
chr7	137266711	137266712	56281
chr7	137325730	137325731	56282
chr7	137385347	137385348	56283
chr7	137429169	137429170	56284
chr7	137478682	137478683	56285
chr7	137484793	137484794	56286
chr7	137536985	137536986	56287
chr7	137599588	137599589	56288
chr7	137710077	137710078	56289
chr7	137781909	137781910	56290
chr7	137878297	137878298	56291
chr7	138052194	138052195	56292
chr7	138179556	138179557	56293
chr7	138224700	138224701	56294
chr7	138263036	138263037	56295
chr7	138263043	138263044	56296
chr7	138263051	138263052	56297
chr7	138263084	138263085	56298
chr7	138263099	138263100	56299
chr7	138263168	138263169	56300
chr7	138265218	138265219	56301
chr7	138287938	138287939	56302
chr7	138370731	138370732	56303
chr7	138455646	138455647	56304
chr7	138490015	138490016	56305
chr7	138656739	138656740	56306
chr7	138830224	138830225	56307
chr7	138830274	138830275	56308
chr7	138853987	138853988	56309
chr7	138856046	138856047	56310
chr7	138918071	138918072	56311
chr7	139406647	139406648	56312
chr7	139408872	139408873	56313
chr7	139448237	139448238	56314
chr7	139448240	139448241	56315
chr7	139462429	139462430	56316
chr7	139584869	139584870	56317
chr7	139585814	139585815	56318
chr7	139608788	139608789	56319
chr7	139626939	139626940	56320
chr7	139652024	139652025	56321
chr7	139720683	139720684	56322
chr7	139775769	139775770	56323
chr7	139875167	139875168	56324
chr7	139878571	139878572	56325
chr7	139902507	139902508	56326
chr7	139905666	139905667	56327
chr7	139905670	139905671	56328
chr7	139910187	139910188	56329
chr7	139936680	139936681	56330
chr7	139964321	139964322	56331
chr7	139978133	139978134	56332
chr7	139981133	139981134	56333
chr7	140081722	140081723	56334
chr7	140146945	140146946	56335
chr7	140153220	140153221	56336
chr7	140153587	140153588	56337
chr7	140154684	140154685	56338
chr7	140241012	140241013	56339
chr7	140467404	140467405	56340
chr7	140549568	140549569	56341
chr7	140582577	140582578	56342
chr7	140614332	140614333	56343
chr7	140700980	140700981	56344
chr7	140738727	140738728	56345
chr7	140739244	140739245	56346
chr7	140860137	140860138	56347
chr7	140993933	140993934	56348
chr7	140993944	140993945	56349
chr7	140993947	140993948	56350
chr7	141025190	141025191	56351
chr7	141067810	141067811	56352
chr7	141078203	141078204	56353
chr7	141078515	141078516	56354
chr7	141079648	141079649	56355
chr7	141079755	141079756	56356
chr7	141079759	141079760	56357
chr7	141079763	141079764	56358
chr7	141083668	141083669	56359
chr7	141084832	141084833	56360
chr7	141175683	141175684	56361
chr7	141249857	141249858	56362
chr7	141269183	141269184	56363
chr7	141269492	141269493	56364
chr7	141294642	141294643	56365
chr7	141315860	141315861	56366
chr7	141356467	141356468	56367
chr7	141357063	141357064	56368
chr7	141361436	141361437	56369
chr7	141449710	141449711	56370
chr7	141465334	141465335	56371
chr7	141465411	141465412	56372
chr7	141476716	141476717	56373
chr7	141476743	141476744	56374
chr7	141525897	141525898	56375
chr7	141555410	141555411	56376
chr7	141665909	141665910	56377
chr7	141899724	141899725	56378
chr7	141920267	141920268	56379
chr7	141928498	141928499	56380
chr7	142002109	142002110	56381
chr7	142042574	142042575	56382
chr7	142044906	142044907	56383
chr7	142073394	142073395	56384
chr7	142081980	142081981	56385
chr7	142082443	142082444	56386
chr7	142082862	142082863	56387
chr7	142156938	142156939	56388
chr7	142283448	142283449	56389
chr7	142348694	142348695	56390
chr7	142373054	142373055	56391
chr7	142384345	142384346	56392
chr7	142441596	142441597	56393
chr7	142471780	142471781	56394
chr7	142481503	142481504	56395
chr7	142533880	142533881	56396
chr7	142598061	142598062	56397
chr7	142646985	142646986	56398
chr7	142658891	142658892	56399
chr7	142679692	142679693	56400
chr7	142781195	142781196	56401
chr7	142819056	142819057	56402
chr7	142899871	142899872	56403
chr7	142956009	142956010	56404
chr7	142987556	142987557	56405
chr7	143082134	143082135	56406
chr7	143094724	143094725	56407
chr7	143108431	143108432	56408
chr7	143154538	143154539	56409
chr7	143154894	143154895	56410
chr7	143221940	143221941	56411
chr7	143288803	143288804	56412
chr7	143376308	143376309	56413
chr7	143376854	143376855	56414
chr7	143380854	143380855	56415
chr7	143460074	143460075	56416
chr7	143475243	143475244	56417
chr7	143504606	143504607	56418
chr7	143505206	143505207	56419
chr7	143602263	143602264	56420
chr7	143658628	143658629	56421
chr7	143724155	143724156	56422
chr7	143774875	143774876	56423
chr7	143819753	143819754	56424
chr7	143828082	143828083	56425
chr7	143855366	143855367	56426
chr7	143861210	143861211	56427
chr7	143894829	143894830	56428
chr7	143937038	143937039	56429
chr7	143952675	143952676	56430
chr7	143979463	143979464	56431
chr7	144024362	144024363	56432
chr7	144052297	144052298	56433
chr7	144066712	144066713	56434
chr7	144073482	144073483	56435
chr7	144135474	144135475	56436
chr7	144175473	144175474	56437
chr7	144316640	144316641	56438
chr7	144350324	144350325	56439
chr7	144351595	144351596	56440
chr7	144410326	144410327	56441
chr7	144437187	144437188	56442
chr7	144490583	144490584	56443
chr7	144500021	144500022	56444
chr7	144669112	144669113	56445
chr7	144669240	144669241	56446
chr7	144677544	144677545	56447
chr7	144703416	144703417	56448
chr7	144733147	144733148	56449
chr7	144738623	144738624	56450
chr7	144771639	144771640	56451
chr7	144771647	144771648	56452
chr7	144838158	144838159	56453
chr7	144910681	144910682	56454
chr7	144910777	144910778	56455
chr7	144910808	144910809	56456
chr7	144936993	144936994	56457
chr7	145010085	145010086	56458
chr7	145069397	145069398	56459
chr7	145109916	145109917	56460
chr7	145127726	145127727	56461
chr7	145188548	145188549	56462
chr7	145206553	145206554	56463
chr7	145213081	145213082	56464
chr7	145306648	145306649	56465
chr7	145308635	145308636	56466
chr7	145308654	145308655	56467
chr7	145309821	145309822	56468
chr7	145321038	145321039	56469
chr8	3000263	3000264	56470
chr8	3001821	3001822	56471
chr8	3059783	3059784	56472
chr8	3059788	3059789	56473
chr8	3059793	3059794	56474
chr8	3059971	3059972	56475
chr8	3062875	3062876	56476
chr8	3089983	3089984	56477
chr8	3185352	3185353	56478
chr8	3269589	3269590	56479
chr8	3340705	3340706	56480
chr8	3353332	3353333	56481
chr8	3356620	3356621	56482
chr8	3361596	3361597	56483
chr8	3371898	3371899	56484
chr8	3422657	3422658	56485
chr8	3447751	3447752	56486
chr8	3477728	3477729	56487
chr8	3489439	3489440	56488
chr8	3520841	3520842	56489
chr8	3525760	3525761	56490
chr8	3525790	3525791	56491
chr8	3532167	3532168	56492
chr8	3537506	3537507	56493
chr8	3557997	3557998	56494
chr8	3563778	3563779	56495
chr8	3573190	3573191	56496
chr8	3575921	3575922	56497
chr8	3597686	3597687	56498
chr8	3606556	3606557	56499
chr8	3606762	3606763	56500
chr8	3619999	3620000	56501
chr8	3622255	3622256	56502
chr8	3651862	3651863	56503
chr8	3658225	3658226	56504
chr8	3733987	3733988	56505
chr8	3760496	3760497	56506
chr8	3772481	3772482	56507
chr8	3778673	3778674	56508
chr8	3792523	3792524	56509
chr8	3807176	3807177	56510
chr8	3808357	3808358	56511
chr8	3830612	3830613	56512
chr8	3835672	3835673	56513
chr8	3839864	3839865	56514
chr8	3997607	3997608	56515
chr8	4042718	4042719	56516
chr8	4164235	4164236	56517
chr8	4167114	4167115	56518
chr8	4204352	4204353	56519
chr8	4213005	4213006	56520
chr8	4219712	4219713	56521
chr8	4251331	4251332	56522
chr8	4312024	4312025	56523
chr8	4340904	4340905	56524
chr8	4346325	4346326	56525
chr8	4346552	4346553	56526
chr8	4350694	4350695	56527
chr8	4355680	4355681	56528
chr8	4410533	4410534	56529
chr8	4482366	4482367	56530
chr8	4633432	4633433	56531
chr8	4642913	4642914	56532
chr8	4642983	4642984	56533
chr8	4707304	4707305	56534
chr8	4766283	4766284	56535
chr8	4803557	4803558	56536
chr8	4803876	4803877	56537
chr8	4930536	4930537	56538
chr8	4960042	4960043	56539
chr8	4960306	4960307	56540
chr8	4960308	4960309	56541
chr8	4966951	4966952	56542
chr8	4974056	4974057	56543
chr8	4989173	4989174	56544
chr8	5063675	5063676	56545
chr8	5068125	5068126	56546
chr8	5083181	5083182	56547
chr8	5094574	5094575	56548
chr8	5097666	5097667	56549
chr8	5128747	5128748	56550
chr8	5142647	5142648	56551
chr8	5179275	5179276	56552
chr8	5210780	5210781	56553
chr8	5220849	5220850	56554
chr8	5225328	5225329	56555
chr8	5234280	5234281	56556
chr8	5245593	5245594	56557
chr8	5271834	5271835	56558
chr8	5304820	5304821	56559
chr8	5306198	5306199	56560
chr8	5306225	5306226	56561
chr8	5367817	5367818	56562
chr8	5401507	5401508	56563
chr8	5402895	5402896	56564
chr8	5454819	5454820	56565
chr8	5498865	5498866	56566
chr8	5529864	5529865	56567
chr8	5530009	5530010	56568
chr8	5530037	5530038	56569
chr8	5571141	5571142	56570
chr8	5578245	5578246	56571
chr8	5616572	5616573	56572
chr8	5656539	5656540	56573
chr8	5680698	5680699	56574
chr8	5701475	5701476	56575
chr8	5709160	5709161	56576
chr8	5720926	5720927	56577
chr8	5731812	5731813	56578
chr8	5795700	5795701	56579
chr8	5803956	5803957	56580
chr8	5853813	5853814	56581
chr8	5955540	5955541	56582
chr8	5988689	5988690	56583
chr8	5988885	5988886	56584
chr8	5988892	5988893	56585
chr8	5992464	5992465	56586
chr8	5996041	5996042	56587
chr8	6014581	6014582	56588
chr8	6028623	6028624	56589
chr8	6028687	6028688	56590
chr8	6041266	6041267	56591
chr8	6045247	6045248	56592
chr8	6192794	6192795	56593
chr8	6228984	6228985	56594
chr8	6270036	6270037	56595
chr8	6276525	6276526	56596
chr8	6291324	6291325	56597
chr8	6303930	6303931	56598
chr8	6480873	6480874	56599
chr8	6495550	6495551	56600
chr8	6511391	6511392	56601
chr8	6535160	6535161	56602
chr8	6550239	6550240	56603
chr8	6566987	6566988	56604
chr8	6569279	6569280	56605
chr8	6702552	6702553	56606
chr8	6725029	6725030	56607
chr8	6726658	6726659	56608
chr8	6750312	6750313	56609
chr8	6846209	6846210	56610
chr8	6867965	6867966	56611
chr8	6991908	6991909	56612
chr8	7000703	7000704	56613
chr8	7040779	7040780	56614
chr8	7059183	7059184	56615
chr8	7060450	7060451	56616
chr8	7119130	7119131	56617
chr8	7181254	7181255	56618
chr8	7222070	7222071	56619
chr8	7330409	7330410	56620
chr8	7340263	7340264	56621
chr8	7375168	7375169	56622
chr8	7458743	7458744	56623
chr8	7524243	7524244	56624
chr8	7565869	7565870	56625
chr8	7596208	7596209	56626
chr8	7693802	7693803	56627
chr8	7693910	7693911	56628
chr8	7695234	7695235	56629
chr8	7715889	7715890	56630
chr8	7717833	7717834	56631
chr8	7725801	7725802	56632
chr8	7747898	7747899	56633
chr8	7753286	7753287	56634
chr8	7753371	7753372	56635
chr8	7790803	7790804	56636
chr8	7790837	7790838	56637
chr8	7792877	7792878	56638
chr8	7926045	7926046	56639
chr8	7938602	7938603	56640
chr8	8036448	8036449	56641
chr8	8057765	8057766	56642
chr8	8070240	8070241	56643
chr8	8089514	8089515	56644
chr8	8110586	8110587	56645
chr8	8122409	8122410	56646
chr8	8240308	8240309	56647
chr8	8293061	8293062	56648
chr8	8295345	8295346	56649
chr8	8329378	8329379	56650
chr8	8363635	8363636	56651
chr8	8411873	8411874	56652
chr8	8620555	8620556	56653
chr8	8655345	8655346	56654
chr8	8656279	8656280	56655
chr8	8686489	8686490	56656
chr8	8762992	8762993	56657
chr8	8909754	8909755	56658
chr8	8934049	8934050	56659
chr8	8966908	8966909	56660
chr8	9027226	9027227	56661
chr8	9028728	9028729	56662
chr8	9170139	9170140	56663
chr8	9208165	9208166	56664
chr8	9307436	9307437	56665
chr8	9482012	9482013	56666
chr8	9506718	9506719	56667
chr8	9551405	9551406	56668
chr8	9553487	9553488	56669
chr8	9559054	9559055	56670
chr8	9561958	9561959	56671
chr8	9648051	9648052	56672
chr8	9772810	9772811	56673
chr8	9809872	9809873	56674
chr8	9872064	9872065	56675
chr8	10085043	10085044	56676
chr8	10188925	10188926	56677
chr8	10208348	10208349	56678
chr8	10383593	10383594	56679
chr8	10454604	10454605	56680
chr8	10691299	10691300	56681
chr8	10761318	10761319	56682
chr8	10768612	10768613	56683
chr8	10850496	10850497	56684
chr8	10850614	10850615	56685
chr8	10923465	10923466	56686
chr8	10961746	10961747	56687
chr8	10996329	10996330	56688
chr8	11005803	11005804	56689
chr8	11007990	11007991	56690
chr8	11008493	11008494	56691
chr8	11121867	11121868	56692
chr8	11197921	11197922	56693
chr8	11205589	11205590	56694
chr8	11234442	11234443	56695
chr8	11383599	11383600	56696
chr8	11384303	11384304	56697
chr8	11400236	11400237	56698
chr8	11400769	11400770	56699
chr8	11441098	11441099	56700
chr8	11500620	11500621	56701
chr8	11502265	11502266	56702
chr8	11517317	11517318	56703
chr8	11565989	11565990	56704
chr8	11743626	11743627	56705
chr8	11785823	11785824	56706
chr8	11834623	11834624	56707
chr8	11915782	11915783	56708
chr8	11915811	11915812	56709
chr8	11915847	11915848	56710
chr8	11916581	11916582	56711
chr8	11943108	11943109	56712
chr8	11949008	11949009	56713
chr8	11951495	11951496	56714
chr8	11974282	11974283	56715
chr8	12013525	12013526	56716
chr8	12036901	12036902	56717
chr8	12170022	12170023	56718
chr8	12170183	12170184	56719
chr8	12174634	12174635	56720
chr8	12275317	12275318	56721
chr8	12303490	12303491	56722
chr8	12309010	12309011	56723
chr8	12402222	12402223	56724
chr8	12415179	12415180	56725
chr8	12440102	12440103	56726
chr8	12495720	12495721	56727
chr8	12540671	12540672	56728
chr8	12549517	12549518	56729
chr8	12575590	12575591	56730
chr8	12589143	12589144	56731
chr8	12609376	12609377	56732
chr8	12716470	12716471	56733
chr8	12718708	12718709	56734
chr8	12732008	12732009	56735
chr8	12878542	12878543	56736
chr8	12895313	12895314	56737
chr8	12908070	12908071	56738
chr8	12948068	12948069	56739
chr8	12951998	12951999	56740
chr8	13001659	13001660	56741
chr8	13001766	13001767	56742
chr8	13086021	13086022	56743
chr8	13136198	13136199	56744
chr8	13136347	13136348	56745
chr8	13152225	13152226	56746
chr8	13153709	13153710	56747
chr8	13161808	13161809	56748
chr8	13174497	13174498	56749
chr8	13284598	13284599	56750
chr8	13300587	13300588	56751
chr8	13339192	13339193	56752
chr8	13374122	13374123	56753
chr8	13413155	13413156	56754
chr8	13432364	13432365	56755
chr8	13486262	13486263	56756
chr8	13524135	13524136	56757
chr8	13551079	13551080	56758
chr8	13578731	13578732	56759
chr8	13645424	13645425	56760
chr8	13723587	13723588	56761
chr8	13771860	13771861	56762
chr8	13785485	13785486	56763
chr8	13981639	13981640	56764
chr8	13991716	13991717	56765
chr8	14027296	14027297	56766
chr8	14039781	14039782	56767
chr8	14039808	14039809	56768
chr8	14161032	14161033	56769
chr8	14180372	14180373	56770
chr8	14241154	14241155	56771
chr8	14480215	14480216	56772
chr8	14480224	14480225	56773
chr8	14480667	14480668	56774
chr8	14480669	14480670	56775
chr8	14495055	14495056	56776
chr8	14756045	14756046	56777
chr8	14907343	14907344	56778
chr8	14911668	14911669	56779
chr8	14920127	14920128	56780
chr8	14931838	14931839	56781
chr8	14970497	14970498	56782
chr8	14990837	14990838	56783
chr8	14994410	14994411	56784
chr8	15011888	15011889	56785
chr8	15014431	15014432	56786
chr8	15029237	15029238	56787
chr8	15034315	15034316	56788
chr8	15037210	15037211	56789
chr8	15051320	15051321	56790
chr8	15057265	15057266	56791
chr8	15089313	15089314	56792
chr8	15108686	15108687	56793
chr8	15119507	15119508	56794
chr8	15185242	15185243	56795
chr8	15186337	15186338	56796
chr8	15190618	15190619	56797
chr8	15196923	15196924	56798
chr8	15198334	15198335	56799
chr8	15242116	15242117	56800
chr8	15247072	15247073	56801
chr8	15322679	15322680	56802
chr8	15345697	15345698	56803
chr8	15358778	15358779	56804
chr8	15389691	15389692	56805
chr8	15393595	15393596	56806
chr8	15406470	15406471	56807
chr8	15418335	15418336	56808
chr8	15509148	15509149	56809
chr8	15509916	15509917	56810
chr8	15510609	15510610	56811
chr8	15534026	15534027	56812
chr8	15552357	15552358	56813
chr8	15556589	15556590	56814
chr8	15562678	15562679	56815
chr8	15563279	15563280	56816
chr8	15573959	15573960	56817
chr8	15583551	15583552	56818
chr8	15583567	15583568	56819
chr8	15603645	15603646	56820
chr8	15626524	15626525	56821
chr8	15667998	15667999	56822
chr8	15703927	15703928	56823
chr8	15707021	15707022	56824
chr8	15720734	15720735	56825
chr8	15727733	15727734	56826
chr8	15733683	15733684	56827
chr8	15812897	15812898	56828
chr8	15812902	15812903	56829
chr8	15884720	15884721	56830
chr8	15927505	15927506	56831
chr8	15972424	15972425	56832
chr8	15985075	15985076	56833
chr8	16077997	16077998	56834
chr8	16118445	16118446	56835
chr8	16145428	16145429	56836
chr8	16182119	16182120	56837
chr8	16215292	16215293	56838
chr8	16218180	16218181	56839
chr8	16225885	16225886	56840
chr8	16247657	16247658	56841
chr8	16264934	16264935	56842
chr8	16297987	16297988	56843
chr8	16329830	16329831	56844
chr8	16361959	16361960	56845
chr8	16451165	16451166	56846
chr8	16492269	16492270	56847
chr8	16494149	16494150	56848
chr8	16595003	16595004	56849
chr8	16595368	16595369	56850
chr8	16634894	16634895	56851
chr8	16665080	16665081	56852
chr8	16679956	16679957	56853
chr8	16680389	16680390	56854
chr8	16710576	16710577	56855
chr8	16776123	16776124	56856
chr8	16822487	16822488	56857
chr8	16831153	16831154	56858
chr8	16895767	16895768	56859
chr8	16920601	16920602	56860
chr8	17074864	17074865	56861
chr8	17190510	17190511	56862
chr8	17339366	17339367	56863
chr8	17418772	17418773	56864
chr8	17532888	17532889	56865
chr8	17579058	17579059	56866
chr8	17642114	17642115	56867
chr8	17804259	17804260	56868
chr8	17839295	17839296	56869
chr8	17852139	17852140	56870
chr8	17867102	17867103	56871
chr8	17867226	17867227	56872
chr8	17999331	17999332	56873
chr8	18000663	18000664	56874
chr8	18000665	18000666	56875
chr8	18043358	18043359	56876
chr8	18204257	18204258	56877
chr8	18433734	18433735	56878
chr8	18525161	18525162	56879
chr8	18562702	18562703	56880
chr8	18571756	18571757	56881
chr8	18613333	18613334	56882
chr8	18640662	18640663	56883
chr8	18653080	18653081	56884
chr8	18664271	18664272	56885
chr8	18674082	18674083	56886
chr8	18816592	18816593	56887
chr8	18925595	18925596	56888
chr8	19042113	19042114	56889
